donor_id,name,age,gender,blood_group,zone,latitude,longitude,phone_number,total_donations,last_donation_date,days_since_last_donation,donation_frequency_days,availability_status,eligible_to_donate,responded_last_emergency,geo_cluster
DNR00176,Nida Rao,32,Male,B+,Zone_A_General_Hospital,8.50778,77.038542,9133318206,4,2024-06-04,772.0,129.0,Temporarily Unavailable,1,1,0
DNR00177,Meera Iyer,41,Male,AB-,Zone_A_General_Hospital,8.427004,76.841824,9263619298,3,2024-10-18,636.0,182.0,Temporarily Unavailable,1,0,3
DNR00178,Meera Sharma,34,Male,B+,Zone_D_Cottage_Hospital,8.480549,76.824833,9222824732,4,2024-08-30,685.0,202.0,Available,1,1,1
DNR00179,Swati Iyer,22,Other,AB+,Zone_D_Cottage_Hospital,8.62953,77.004891,9375139575,3,2024-07-30,716.0,225.0,Available,1,0,0
DNR00180,Nida Sheikh,18,Female,O+,Zone_B_Medical_College,8.615473,76.907449,9752027025,2,2024-11-03,620.0,93.0,Temporarily Unavailable,1,1,4
DNR00181,Farhan Krishnan,40,Male,B+,Zone_A_General_Hospital,8.52325,76.961503,9979717936,4,2024-05-11,796.0,96.0,Available,1,1,0
DNR00182,Ananya Verma,45,Female,AB+,Zone_A_General_Hospital,8.520638,76.954809,9127571992,5,2024-12-01,592.0,112.0,Temporarily Unavailable,1,0,0
DNR00183,Elizabeth Verma,43,Male,AB+,Zone_E_Community_Clinic,8.537432,76.782511,9502982778,2,2024-08-22,693.0,198.0,Temporarily Unavailable,1,1,1
DNR00184,Anil Krishnan,29,Male,B+,Zone_B_Medical_College,8.619232,76.867302,9735760237,3,2026-04-30,77.0,98.0,Available,0,1,4
DNR00185,Fatima Sen,40,Female,O+,Zone_B_Medical_College,8.573574,76.86333,9848605284,5,2026-04-03,104.0,87.0,Available,1,1,4
DNR00186,Nida Verma,31,Male,B+,Zone_E_Community_Clinic,8.506734,76.961407,9229981882,4,2024-04-13,824.0,120.0,Temporarily Unavailable,1,1,0
DNR00187,Thomas Panicker,23,Male,A+,Zone_A_General_Hospital,8.422722,76.887963,9672030854,5,2025-07-26,355.0,109.0,Available,1,1,3
DNR00188,Deepak Naidu,18,Female,O+,Zone_C_City_Hospital,8.571307,76.870548,9643271261,4,2026-05-07,70.0,94.0,Available,0,0,4
DNR00189,Ali Khan,33,Female,O-,Zone_A_General_Hospital,8.53902,77.023943,9551034639,3,2024-02-28,869.0,60.0,Available,1,1,0
DNR00190,Maria Joseph,31,Male,O+,Zone_A_General_Hospital,8.484611,76.937581,9488896443,2,2025-04-29,443.0,153.0,Available,1,1,3
DNR00191,Muhammad Yadav,23,Male,B+,Zone_D_Cottage_Hospital,8.530068,76.935763,9264272995,6,2024-07-22,724.0,117.0,Available,1,1,0
DNR00192,Deepak Reddy,51,Female,A+,Zone_E_Community_Clinic,8.532934,76.917943,9389998761,6,2024-09-18,666.0,144.0,Available,1,1,4
DNR00193,Radha Bose,44,Female,B-,Zone_E_Community_Clinic,8.408946,76.823588,9619151495,3,2024-05-14,793.0,101.0,Temporarily Unavailable,1,1,3
DNR00194,Ravi Fernandes,46,Male,O+,Zone_E_Community_Clinic,8.56553,76.965169,9446071904,4,2025-10-15,274.0,170.0,Available,1,1,0
DNR00195,Steven Das,40,Male,O+,Zone_A_General_Hospital,8.536227,76.927148,9584044963,2,2025-10-04,285.0,121.0,Available,1,0,4
DNR00196,Meera Mishra,21,Male,B+,Zone_D_Cottage_Hospital,8.545684,76.816587,9755338677,4,2024-12-10,583.0,141.0,Available,1,1,1
DNR00197,Hassan Ahmed,31,Male,O+,Zone_C_City_Hospital,8.493115,77.052675,9630757561,2,2026-06-17,29.0,146.0,Available,0,0,2
DNR00198,Steven Khan,37,Male,B+,Zone_B_Medical_College,8.553423,76.999983,9327761953,2,2025-03-04,499.0,159.0,Not Available,1,1,0
DNR00199,Vikram Bose,18,Male,AB+,Zone_C_City_Hospital,8.527766,76.997164,9400281010,3,2025-08-02,348.0,90.0,Available,1,1,0
DNR00200,Jessy Chandran,24,Male,A+,Zone_C_City_Hospital,8.519371,76.957292,9110899674,2,2024-12-24,569.0,104.0,Available,1,0,0
DNR00201,Divya Iyer,28,Female,A+,Zone_A_General_Hospital,8.555519,77.009304,9873174285,5,2025-11-11,247.0,159.0,Temporarily Unavailable,1,1,0
DNR00202,Sunil Joseph,31,Male,A+,Zone_E_Community_Clinic,8.447333,77.103236,9358045858,3,2024-05-31,776.0,200.0,Available,1,1,2
DNR00203,Fatima Joseph,32,Female,B+,Zone_D_Cottage_Hospital,8.420613,76.977792,9951405188,1,2025-04-14,458.0,,Available,1,1,2
DNR00204,Vivaan Pillai,27,Female,A+,Zone_C_City_Hospital,8.522616,76.852102,9534222401,3,2025-12-02,226.0,138.0,Not Available,1,0,1
DNR00205,Fatima Das,36,Female,A+,Zone_C_City_Hospital,8.486708,77.069047,9724440558,3,2024-09-05,679.0,112.0,Available,1,0,2
DNR00206,Suresh Joseph,28,Male,B+,Zone_E_Community_Clinic,8.499955,76.89027,9469106688,4,2025-01-19,543.0,144.0,Available,1,1,3
DNR00207,Deepak Pandey,24,Male,B+,Zone_E_Community_Clinic,8.521378,76.884295,9477753674,7,2025-08-12,338.0,60.0,Available,1,1,3
DNR00208,Fatima Thomas,24,Female,A+,Zone_C_City_Hospital,8.447807,76.856683,9369942642,1,2025-09-06,313.0,,Available,1,0,3
DNR00209,Isha Kumar,32,Male,AB+,Zone_B_Medical_College,8.449867,77.027683,9228370927,7,2025-08-27,323.0,176.0,Available,1,1,2
DNR00210,Farhan Varghese,27,Male,O+,Zone_B_Medical_College,8.51227,76.835757,9332341238,2,2026-01-01,196.0,60.0,Temporarily Unavailable,1,1,1
DNR00211,Farhan Joseph,33,Male,O+,Zone_C_City_Hospital,8.528397,77.030036,9733064117,4,2024-07-05,741.0,147.0,Available,1,0,0
DNR00212,Sara Mathew,18,Male,B+,Zone_E_Community_Clinic,8.435049,76.922239,9403867539,0,,,,Temporarily Unavailable,1,1,3
DNR00213,Reyansh Sen,38,Female,O-,Zone_B_Medical_College,8.474554,76.791143,9344258191,4,2025-09-16,303.0,92.0,Not Available,1,1,1
DNR00214,Suresh Reddy,46,Female,A+,Zone_C_City_Hospital,8.377025,77.068908,9860229059,4,2026-07-02,14.0,135.0,Available,0,1,2
DNR00215,Shreya Sharma,42,Female,A+,Zone_C_City_Hospital,8.422559,77.081246,9158546865,10,2026-05-31,46.0,244.0,Temporarily Unavailable,0,0,2
DNR00216,Nisha Verma,19,Female,O-,Zone_B_Medical_College,8.469924,76.968683,9908304440,4,2024-10-01,653.0,157.0,Temporarily Unavailable,1,1,2
DNR00217,Pooja Kumar,29,Female,A+,Zone_A_General_Hospital,8.519585,76.839809,9405307028,4,2024-12-06,587.0,105.0,Available,1,1,1
DNR00218,Priya Joseph,29,Female,O+,Zone_D_Cottage_Hospital,8.577065,76.816457,9297958983,3,2025-08-02,348.0,108.0,Temporarily Unavailable,1,1,1
DNR00219,Vihaan Gupta,25,Female,O+,Zone_D_Cottage_Hospital,8.608791,76.884448,9982739959,4,2026-03-22,116.0,94.0,Temporarily Unavailable,1,0,4
DNR00220,Arjun Ahmed,26,Female,B+,Zone_D_Cottage_Hospital,8.452429,76.870058,9719571745,6,2026-05-02,75.0,98.0,Available,0,1,3
DNR00221,Muhammad Naidu,26,Female,A+,Zone_A_General_Hospital,8.418882,76.851897,9260199682,5,2026-02-11,155.0,123.0,Available,1,1,3
DNR00222,Jacob Panicker,23,Male,B+,Zone_C_City_Hospital,8.443703,77.014474,9366493008,3,2026-04-20,87.0,68.0,Not Available,0,0,2
DNR00223,Krishna Varghese,33,Female,O+,Zone_D_Cottage_Hospital,8.508847,76.955885,9740086326,6,2024-11-03,620.0,160.0,Available,1,0,0
DNR00224,Thomas Chandran,37,Male,O+,Zone_B_Medical_College,8.568479,76.967989,9661107986,1,2024-05-13,794.0,,Available,1,1,0
DNR00225,Ramesh Thomas,43,Male,AB+,Zone_D_Cottage_Hospital,8.631005,76.858695,9731924051,3,2025-09-15,304.0,119.0,Available,1,1,4
DNR00226,Deepak Verma,30,Female,B+,Zone_E_Community_Clinic,8.472456,76.867559,9164671796,1,2024-10-19,635.0,,Available,1,1,3
DNR00227,Radha Pandey,19,Female,A+,Zone_A_General_Hospital,8.567595,76.955362,9323110563,1,2024-05-26,781.0,,Available,1,1,0
DNR00228,Muhammad Iyer,29,Male,B+,Zone_C_City_Hospital,8.481264,76.908362,9187174381,6,2024-09-08,676.0,63.0,Available,1,1,3
DNR00229,Ananya Das,34,Female,O+,Zone_B_Medical_College,8.535331,76.86169,9180600295,6,2024-12-28,565.0,110.0,Available,1,1,1
DNR00230,Ananya Nair,46,Female,B+,Zone_D_Cottage_Hospital,8.685754,76.831108,9840206617,3,2025-04-11,461.0,104.0,Available,1,1,4
DNR00231,Lakshmi Joseph,31,Male,B-,Zone_C_City_Hospital,8.454402,77.046047,9348545713,3,2026-06-13,33.0,151.0,Temporarily Unavailable,0,0,2
DNR00232,Anika Krishnan,35,Male,B+,Zone_C_City_Hospital,8.417067,76.901371,9587512424,6,2024-07-27,719.0,74.0,Available,1,0,3
DNR00233,Arjun Naidu,18,Female,A+,Zone_B_Medical_College,8.614154,76.764712,9945923902,7,2025-10-19,270.0,75.0,Available,1,1,1
DNR00234,Thomas Rao,35,Female,A-,Zone_E_Community_Clinic,8.50707,77.081244,9963187150,1,2024-09-07,677.0,,Available,1,1,2
DNR00235,Elizabeth Iyer,29,Male,A+,Zone_D_Cottage_Hospital,8.5869,76.886744,9684719405,2,2026-03-21,117.0,60.0,Available,1,1,4
DNR00236,Isha Rao,42,Male,B+,Zone_B_Medical_College,8.678704,77.020514,9987588450,5,2025-10-17,272.0,135.0,Available,1,1,0
DNR00237,Rohan Pillai,22,Male,A+,Zone_A_General_Hospital,8.540205,76.873099,9951078441,4,2026-01-28,169.0,146.0,Available,1,0,1
DNR00238,Sneha Chandran,31,Female,O+,Zone_E_Community_Clinic,8.451757,76.90009,9409893263,0,,,,Temporarily Unavailable,1,1,3
DNR00239,Manoj Kumar,40,Female,O-,Zone_D_Cottage_Hospital,8.55675,76.958031,9426515425,5,2024-08-10,705.0,87.0,Available,1,1,0
DNR00240,Fatima Ahmed,31,Female,A-,Zone_C_City_Hospital,8.539005,76.810736,9679800791,3,2025-02-19,512.0,168.0,Available,1,0,1
DNR00241,Pooja Thomas,27,Female,B+,Zone_A_General_Hospital,8.484032,76.860738,9142800191,2,2024-11-11,612.0,190.0,Available,1,1,3
DNR00242,Jessy Fernandes,29,Male,A-,Zone_C_City_Hospital,8.472323,77.088544,9748232591,0,,,,Temporarily Unavailable,1,1,2
DNR00243,Riya Nair,24,Female,O+,Zone_A_General_Hospital,8.529271,76.981525,9824022357,5,2025-11-24,234.0,151.0,Available,1,1,0
DNR00244,Alice Chatterjee,34,Female,O+,Zone_E_Community_Clinic,8.52921,77.078395,9122275263,5,2024-11-22,601.0,162.0,Available,1,1,0
DNR00245,Sara Naidu,21,Male,B+,Zone_C_City_Hospital,8.436011,76.954996,9143198431,1,2024-12-03,590.0,,Available,1,1,2
DNR00246,Sara Mishra,41,Female,O+,Zone_B_Medical_College,8.505515,76.955694,9657233178,5,2025-03-22,481.0,143.0,Available,1,1,0
DNR00247,Ali Thomas,22,Male,O+,Zone_C_City_Hospital,8.52033,76.993891,9728492896,2,2026-01-12,185.0,82.0,Available,1,1,0
DNR00248,Deepak Rao,46,Male,A+,Zone_D_Cottage_Hospital,8.539123,76.911347,9604669821,2,2026-04-14,93.0,147.0,Temporarily Unavailable,1,0,4
DNR00249,Vikram Fernandes,28,Female,AB-,Zone_C_City_Hospital,8.50663,76.974158,9819550381,2,2025-08-22,328.0,166.0,Temporarily Unavailable,1,1,0
DNR00250,Reyansh Chatterjee,23,Other,B+,Zone_B_Medical_College,8.540862,76.869073,9542000551,1,2025-08-13,337.0,,Available,1,0,1
DNR00251,Fatima Joseph,18,Female,B+,Zone_C_City_Hospital,8.525894,77.039115,9529982328,3,2024-09-06,678.0,145.0,Available,1,0,0
DNR00252,Maria Mishra,48,Other,O+,Zone_E_Community_Clinic,8.610662,77.082783,9588365604,5,2026-06-09,37.0,100.0,Available,0,1,0
DNR00253,Sai Khan,43,Female,O+,Zone_C_City_Hospital,8.520142,76.949783,9224469868,5,2025-08-19,331.0,93.0,Available,1,1,0
DNR00254,Nida Ahmed,18,Male,O+,Zone_E_Community_Clinic,8.554716,76.893101,9101235946,5,2024-03-24,844.0,134.0,Temporarily Unavailable,1,1,4
DNR00255,Hassan Chatterjee,40,Female,AB-,Zone_E_Community_Clinic,8.531517,76.907495,9543721204,3,2025-03-30,473.0,242.0,Not Available,1,1,4
DNR00256,Vihaan Iyer,18,Male,A+,Zone_E_Community_Clinic,8.570183,76.918515,9768548027,7,2025-07-11,370.0,114.0,Temporarily Unavailable,1,1,4
DNR00257,Sara Joseph,34,Male,O-,Zone_D_Cottage_Hospital,8.564816,76.868366,9155417727,5,2024-05-29,778.0,100.0,Available,1,1,4
DNR00258,Kavya Gupta,25,Male,B+,Zone_E_Community_Clinic,8.455549,76.861461,9409268943,3,2026-03-04,134.0,101.0,Available,1,1,3
DNR00259,Manoj Yadav,45,Male,A-,Zone_D_Cottage_Hospital,8.488298,76.855804,9130998324,3,2026-03-14,124.0,133.0,Available,1,1,3
DNR00260,Muhammad Chandran,45,Male,O+,Zone_B_Medical_College,8.564796,76.826864,9270057261,3,2024-07-20,726.0,120.0,Available,1,1,1
DNR00261,Sneha Varghese,20,Female,O+,Zone_A_General_Hospital,8.37767,77.008624,9538076670,7,2024-12-28,565.0,147.0,Available,1,1,2
DNR00262,Sai Das,18,Female,B+,Zone_A_General_Hospital,8.431465,76.919184,9226128312,3,2025-03-31,472.0,162.0,Available,1,0,3
DNR00263,Ali Sen,34,Female,B-,Zone_B_Medical_College,8.467849,76.822553,9869446962,4,2025-02-21,510.0,146.0,Available,1,1,1
DNR00264,Anika Mathew,25,Female,B+,Zone_C_City_Hospital,8.451501,76.883553,9996278008,3,2025-05-17,425.0,128.0,Available,1,0,3
DNR00265,Priya Joseph,26,Female,A-,Zone_B_Medical_College,8.577515,76.927257,9691916368,2,2025-04-05,467.0,107.0,Temporarily Unavailable,1,1,4
DNR00266,Rohan Ahmed,45,Male,B+,Zone_B_Medical_College,8.590444,76.855632,9645719501,2,2024-11-10,613.0,109.0,Available,1,1,4
DNR00267,Farhan Yadav,34,Male,B+,Zone_B_Medical_College,8.535186,76.862499,9174958005,7,2024-02-13,884.0,138.0,Available,1,1,1
DNR00268,Saanvi Mishra,33,Female,AB+,Zone_D_Cottage_Hospital,8.42574,76.912414,9945805127,1,2025-08-02,348.0,,Available,1,1,3
DNR00269,Neha Gupta,65,Female,A+,Zone_A_General_Hospital,8.52123,76.909548,9879591310,1,2025-09-30,289.0,,Temporarily Unavailable,1,0,3
DNR00270,Sneha Sen,18,Male,B+,Zone_E_Community_Clinic,8.547334,76.941306,9808605988,3,2024-11-30,593.0,170.0,Available,1,1,0
DNR00271,Pooja Chatterjee,30,Male,A+,Zone_B_Medical_College,8.589167,76.907454,9678296492,3,2025-04-15,457.0,171.0,Not Available,1,1,4
DNR00272,Priya Sheikh,30,Female,O+,Zone_C_City_Hospital,8.49904,77.009418,9919128302,6,2024-12-28,565.0,101.0,Temporarily Unavailable,1,0,2
DNR00273,Shreya Ahmed,21,Male,B+,Zone_D_Cottage_Hospital,8.479419,76.827694,9302563940,5,2025-08-21,329.0,69.0,Available,1,1,1
DNR00274,Fatima Das,21,Female,B+,Zone_E_Community_Clinic,8.518818,76.864852,9350785761,8,2025-06-19,392.0,120.0,Available,1,1,1
DNR00275,Steven Mishra,22,Male,AB+,Zone_D_Cottage_Hospital,8.670294,76.952422,9441639230,2,2026-06-02,44.0,75.0,Available,0,0,4
DNR00276,Farhan Joseph,34,Male,B-,Zone_D_Cottage_Hospital,8.668106,76.929765,9812630453,2,2025-06-16,395.0,60.0,Available,1,0,4
DNR00277,Thomas Sen,44,Female,AB+,Zone_B_Medical_College,8.493629,76.918037,9139749508,4,2025-02-24,507.0,170.0,Temporarily Unavailable,1,1,3
DNR00278,Ishaan Mathew,33,Male,A+,Zone_E_Community_Clinic,8.442483,76.979495,9207765664,2,2025-08-11,339.0,92.0,Available,1,1,2
DNR00279,George Chatterjee,34,Male,AB+,Zone_D_Cottage_Hospital,8.481791,76.758332,9664735673,1,2026-04-05,102.0,,Available,1,1,1
DNR00280,Jose Thomas,23,Male,O+,Zone_A_General_Hospital,8.554751,76.837932,9254785699,5,2024-07-07,739.0,96.0,Available,1,1,1
DNR00281,Sunil Chatterjee,42,Male,B-,Zone_B_Medical_College,8.518549,76.936385,9604111692,5,2026-05-01,76.0,127.0,Available,0,1,3
DNR00282,Thomas Gupta,36,Male,B+,Zone_C_City_Hospital,8.5141,76.891368,9843785903,4,2024-10-16,638.0,130.0,Not Available,1,1,3
DNR00283,Anil Rao,22,Male,B+,Zone_A_General_Hospital,8.386288,77.00954,9452794611,5,2024-02-25,872.0,77.0,Available,1,1,2
DNR00284,Steven Naidu,18,Male,B+,Zone_E_Community_Clinic,8.476222,76.947707,9440012324,2,2025-06-22,389.0,60.0,Available,1,1,3
DNR00285,Muhammad Krishnan,35,Female,A-,Zone_D_Cottage_Hospital,8.574306,76.924177,9680911523,7,2024-02-04,893.0,129.0,Available,1,1,4
DNR00286,Aditya Chandran,29,Male,B+,Zone_A_General_Hospital,8.51238,76.956368,9777703980,5,2025-11-18,240.0,116.0,Temporarily Unavailable,1,1,0
DNR00287,Zara Jain,36,Female,O+,Zone_C_City_Hospital,8.477332,76.990972,9901834280,3,2025-11-26,232.0,185.0,Available,1,1,2
DNR00288,Sai Fernandes,42,Female,A+,Zone_A_General_Hospital,8.442551,76.9731,9780481547,3,2024-05-29,778.0,107.0,Temporarily Unavailable,1,1,2
DNR00289,Ayesha Chatterjee,19,Male,B+,Zone_A_General_Hospital,8.590235,77.042161,9278632824,2,2025-04-18,454.0,105.0,Temporarily Unavailable,1,1,0
DNR00290,Fatima Verma,26,Male,A+,Zone_A_General_Hospital,8.529365,76.903443,9448294647,1,2026-05-30,47.0,,Available,0,0,3
DNR00291,Thomas Menon,25,Male,O+,Zone_C_City_Hospital,8.548853,76.975958,9502482554,5,2025-07-14,367.0,117.0,Available,1,1,0
DNR00292,Deepak Sharma,44,Female,A-,Zone_B_Medical_College,8.530035,76.941737,9542437192,3,2025-01-19,543.0,98.0,Temporarily Unavailable,1,0,0
DNR00293,Swati Naidu,38,Male,B-,Zone_B_Medical_College,8.498124,76.777983,9287979290,4,2026-01-23,174.0,92.0,Temporarily Unavailable,1,0,1
DNR00294,Sai Chandran,27,Male,B+,Zone_D_Cottage_Hospital,8.516296,76.855133,9833510170,1,2024-10-20,634.0,,Available,1,1,1
DNR00295,Meera Joseph,33,Female,B+,Zone_E_Community_Clinic,8.436797,76.922022,9349310440,6,2026-02-20,146.0,139.0,Available,1,1,3
DNR00296,Ravi Rao,25,Male,A+,Zone_C_City_Hospital,8.523667,77.025121,9374154962,5,2025-04-02,470.0,60.0,Available,1,1,0
DNR00297,Hassan Nair,24,Male,AB+,Zone_D_Cottage_Hospital,8.618625,76.914618,9827579147,2,2025-09-25,294.0,81.0,Temporarily Unavailable,1,0,4
DNR00298,Shreya Reddy,25,Female,A+,Zone_A_General_Hospital,8.580882,76.965373,9471048258,6,2025-04-20,452.0,156.0,Available,1,1,0
DNR00299,Kiran Verma,24,Male,O+,Zone_D_Cottage_Hospital,8.509131,76.925275,9368540924,1,2024-08-09,706.0,,Available,1,0,3
DNR00300,Ravi Chatterjee,29,Female,B+,Zone_C_City_Hospital,8.35213,76.933803,9513061224,2,2025-12-25,203.0,119.0,Available,1,1,3
DNR00301,Steven Joseph,19,Male,O+,Zone_A_General_Hospital,8.536049,76.948379,9509486794,3,2025-11-16,242.0,157.0,Available,1,1,0
DNR00302,Swati Sheikh,30,Male,O+,Zone_E_Community_Clinic,8.54868,76.984602,9850845198,7,2025-09-17,302.0,60.0,Available,1,1,0
DNR00303,Anika Nair,43,Female,A+,Zone_D_Cottage_Hospital,8.65068,76.82231,9108695125,3,2025-10-08,281.0,166.0,Available,1,0,4
DNR00304,Swati Chatterjee,34,Male,B+,Zone_A_General_Hospital,8.56487,76.992805,9900122509,1,2024-11-03,620.0,,Temporarily Unavailable,1,0,0
DNR00305,Pooja Sen,39,Male,A+,Zone_C_City_Hospital,8.559296,76.962563,9957769526,4,2024-05-13,794.0,176.0,Available,1,1,0
DNR00306,Isha Chandran,18,Male,B+,Zone_C_City_Hospital,8.483513,76.971518,9783563240,7,2025-12-04,224.0,168.0,Available,1,1,2
DNR00307,Aadhya Chandran,43,Female,A+,Zone_C_City_Hospital,8.594728,76.998816,9911294971,7,2024-08-21,694.0,101.0,Available,1,1,0
DNR00308,Imran Mishra,18,Male,A+,Zone_B_Medical_College,8.708106,76.860246,9204328975,2,2024-10-11,643.0,127.0,Available,1,1,4
DNR00309,Anna Rao,22,Female,O-,Zone_A_General_Hospital,8.523948,76.899024,9946764061,6,2025-09-03,316.0,87.0,Available,1,1,3
DNR00310,Manoj Menon,45,Male,O+,Zone_E_Community_Clinic,8.372271,77.02158,9886365312,2,2025-07-08,373.0,78.0,Available,1,1,2
DNR00311,Ishaan Pillai,44,Female,B+,Zone_C_City_Hospital,8.528315,76.945265,9902601465,2,2025-08-16,334.0,116.0,Available,1,1,0
DNR00312,Sunil Reddy,35,Male,A+,Zone_B_Medical_College,8.416777,76.857453,9944511703,3,2026-03-03,135.0,183.0,Available,1,1,3
DNR00313,Shreya Yadav,20,Male,O-,Zone_C_City_Hospital,8.49638,76.986573,9638798023,5,2025-01-19,543.0,86.0,Available,1,1,0
DNR00314,Jose Gupta,28,Female,A-,Zone_B_Medical_College,8.552095,76.857768,9985503942,6,2025-10-26,263.0,154.0,Available,1,1,1
DNR00315,Priya Bose,33,Male,A+,Zone_C_City_Hospital,8.609895,76.865628,9463692735,5,2024-06-12,764.0,210.0,Temporarily Unavailable,1,0,4
DNR00316,Jacob Kumar,27,Male,AB+,Zone_D_Cottage_Hospital,8.587594,76.71851,9251136695,6,2026-04-30,77.0,96.0,Available,0,1,1
DNR00317,Sara Das,40,Female,B+,Zone_D_Cottage_Hospital,8.568402,76.842401,9963919401,4,2024-03-02,866.0,137.0,Available,1,1,1
DNR00318,Nisha Sheikh,36,Female,O+,Zone_A_General_Hospital,8.552113,77.006829,9523671208,6,2024-04-28,809.0,164.0,Available,1,1,0
DNR00319,Aarav Gupta,51,Female,O+,Zone_E_Community_Clinic,8.402607,76.978434,9588322781,3,2026-03-12,126.0,99.0,Available,1,1,2
DNR00320,Suresh Naidu,26,Male,O+,Zone_C_City_Hospital,8.335635,76.932405,9509123009,3,2024-11-25,598.0,125.0,Available,1,0,3
DNR00321,Maria Rao,24,Female,AB+,Zone_C_City_Hospital,8.618164,76.992027,9824600232,3,2026-03-28,110.0,60.0,Available,1,0,0
DNR00322,Isha Joseph,33,Female,AB+,Zone_A_General_Hospital,8.503051,76.87205,9702806585,2,2024-10-20,634.0,166.0,Available,1,1,3
DNR00323,Rahul Jain,45,Male,A+,Zone_E_Community_Clinic,8.436269,76.937148,9795411453,4,2025-12-02,226.0,64.0,Available,1,1,3
DNR00324,Arjun Rao,26,Female,O+,Zone_D_Cottage_Hospital,8.471559,77.048683,9424474225,3,2024-07-29,717.0,140.0,Temporarily Unavailable,1,0,2
DNR00325,Ali Fernandes,28,Male,B+,Zone_A_General_Hospital,8.486425,77.005335,9148690765,6,2026-02-23,143.0,88.0,Available,1,1,2
DNR00326,Aditya Verma,36,Male,O+,Zone_D_Cottage_Hospital,8.499202,76.983898,9204359116,3,2026-03-20,118.0,96.0,Available,1,1,0
DNR00327,Meera Yadav,20,Male,B+,Zone_E_Community_Clinic,8.594433,77.088454,9517305280,4,2026-02-28,138.0,168.0,Available,1,1,0
DNR00328,Ravi Sheikh,25,Female,O+,Zone_E_Community_Clinic,8.541429,77.0228,9730651895,3,2025-05-13,429.0,192.0,Available,1,1,0
DNR00329,Farhan Pandey,18,Male,B-,Zone_B_Medical_College,8.60968,76.843283,9803217037,1,2025-05-18,424.0,,Not Available,1,0,4
DNR00330,Reyansh Sen,23,Female,O+,Zone_D_Cottage_Hospital,8.5562,76.916952,9538211092,2,2024-10-24,630.0,60.0,Temporarily Unavailable,1,1,4
DNR00331,Saanvi Menon,34,Female,B+,Zone_C_City_Hospital,8.54251,76.974454,9576078963,3,2025-12-06,222.0,127.0,Available,1,1,0
DNR00332,Manoj Das,53,Male,O+,Zone_C_City_Hospital,8.569458,76.958543,9836243579,4,2026-04-06,101.0,68.0,Available,1,1,0
DNR00333,Suresh Varghese,30,Female,O+,Zone_C_City_Hospital,8.548526,76.984585,9527499187,4,2026-05-15,62.0,127.0,Available,0,1,0
DNR00334,Saanvi Iyer,23,Male,O-,Zone_A_General_Hospital,8.478751,77.067311,9984968439,4,2024-02-29,868.0,120.0,Available,1,0,2
DNR00335,Ravi Pillai,37,Male,O+,Zone_B_Medical_College,8.558827,76.949674,9786650291,5,2024-09-27,657.0,162.0,Available,1,1,0
DNR00336,Lakshmi Nair,25,Female,O+,Zone_A_General_Hospital,8.411884,76.904629,9458102728,4,2024-05-02,805.0,63.0,Temporarily Unavailable,1,1,3
DNR00337,Meera Sharma,28,Female,B+,Zone_E_Community_Clinic,8.523337,76.938314,9173669588,2,2025-12-18,210.0,112.0,Available,1,0,0
DNR00338,Alice Mishra,28,Female,O-,Zone_E_Community_Clinic,8.545234,76.933975,9729624046,7,2025-12-16,212.0,136.0,Available,1,1,4
DNR00339,Kavya Sen,30,Female,O+,Zone_B_Medical_College,8.568483,76.953293,9931471931,4,2025-08-14,336.0,102.0,Temporarily Unavailable,1,0,0
DNR00340,Rohan Bose,32,Male,O-,Zone_E_Community_Clinic,8.490525,76.898614,9397721596,6,2026-07-14,2.0,104.0,Temporarily Unavailable,0,1,3
DNR00341,Steven Sharma,26,Female,O+,Zone_B_Medical_College,8.566846,76.838811,9369137895,5,2025-01-09,553.0,176.0,Not Available,1,0,1
DNR00342,Jacob Reddy,18,Male,AB+,Zone_A_General_Hospital,8.574127,77.000146,9127681228,2,2024-09-08,676.0,90.0,Available,1,0,0
DNR00343,Ishaan Nair,18,Male,O+,Zone_C_City_Hospital,8.402521,77.018567,9946571918,4,2024-04-29,808.0,113.0,Available,1,1,2
DNR00344,Meera Panicker,18,Male,O+,Zone_C_City_Hospital,8.5956,76.986533,9287095435,5,2026-06-30,16.0,100.0,Available,0,0,0
DNR00345,Riya Menon,31,Female,B+,Zone_B_Medical_College,8.548328,76.811339,9896413702,0,,,,Not Available,1,1,1
